,name,year,home,played against,week,team  score,opp score,month,team,5wkavyds,5wkavatt,5wkavrutd,5wkavnrec,5wkavrecyds,5wkavrectd,5wkavyds^2,5wkavatt^2,5wkavrutd^2,5wkavnrec^2,5wkavrecyds^2,5wkavrectd^2,Total points,Total points predicted
27,A.Bradshaw,2012,1,16,2,41,34,9,NYG,51.8,13.2,1.0,2.0,12.6,0.2,2683.24,174.24,1.0,4.0,158.76,0.04,1.6,16.48174
28,A.Bradshaw,2012,0,23,4,17,19,9,NYG,52.6,12.6,1.0,1.8,11.2,0.2,2766.76,158.76,1.0,3.24,125.44,0.04,7.7,8.85246
29,A.Bradshaw,2012,1,3,5,41,27,10,NYG,48.8,13.2,0.8,1.8,14.6,0.2,2381.44,174.24,0.64,3.24,213.16,0.04,26.9,9.13615
30,A.Bradshaw,2012,0,30,6,26,3,10,NYG,78.0,16.2,0.6,2.4,18.8,0.2,6084.0,262.44,0.36,5.76,353.44,0.04,18.0,13.77654
31,A.Bradshaw,2012,1,24,7,27,23,10,NYG,89.8,18.4,0.6,2.0,17.2,0.0,8064.04,338.56,0.36,4.0,295.84,0.0,12.5,13.10762
32,A.Bradshaw,2012,0,21,8,29,24,10,NYG,82.8,17.4,0.6,2.4,18.6,0.0,6855.84,302.76,0.36,5.76,345.96,0.0,5.8,15.67021
33,A.Bradshaw,2012,1,4,9,20,24,11,NYG,95.2,20.8,0.6,2.4,18.6,0.0,9063.04,432.64,0.36,5.76,345.96,0.0,4.8,11.87305
34,A.Bradshaw,2012,0,2,10,13,31,11,NYG,97.0,21.2,0.6,1.8,11.0,0.0,9409.0,449.44,0.36,3.24,121.0,0.0,5.1,9.36103
35,A.Bradshaw,2012,1,7,12,38,10,11,NYG,68.4,17.2,0.4,1.6,8.0,0.0,4678.56,295.84,0.16,2.56,64.0,0.0,17.9,13.26179
36,A.Bradshaw,2012,0,24,13,16,17,12,NYG,56.8,13.8,0.4,1.8,19.4,0.0,3226.24,190.44,0.16,3.24,376.36,0.0,11.6,8.16764
37,A.Bradshaw,2012,1,15,14,52,27,12,NYG,68.8,16.2,0.2,1.4,17.6,0.0,4733.44,262.44,0.04,1.96,309.76,0.0,3.3,16.02763
38,A.Bradshaw,2012,0,1,16,14,33,12,NYG,59.8,14.0,0.2,1.4,17.6,0.0,3576.04,196.0,0.04,1.96,309.76,0.0,4.7,8.31649
39,A.Bradshaw,2012,1,23,17,42,7,12,NYG,58.0,12.8,0.2,1.6,19.2,0.0,3364.0,163.84,0.04,2.56,368.64,0.0,20.8,13.41371
40,A.Bradshaw,2013,1,27,1,21,17,9,IND,68.0,14.0,0.4,1.2,24.6,0.0,4624.0,196.0,0.16,1.44,605.16,0.0,3.3,10.39776
41,A.Bradshaw,2013,1,18,2,20,24,9,IND,61.6,13.4,0.2,1.0,13.8,0.0,3794.56,179.56,0.04,1.0,190.44,0.0,14.4,8.86161
42,A.Bradshaw,2013,0,30,3,27,7,9,IND,54.0,11.6,0.4,1.2,15.0,0.0,2916.0,134.56,0.16,1.44,225.0,0.0,17.1,10.30164
43,A.Bradshaw,2014,0,25,1,24,31,9,IND,66.4,13.2,0.6,1.8,18.2,0.0,4408.96,174.24,0.36,3.24,331.24,0.0,8.5,11.36303
44,A.Bradshaw,2014,1,23,2,27,30,9,IND,61.6,12.0,0.6,2.6,30.6,0.0,3794.56,144.0,0.36,6.76,936.36,0.0,21.6,9.98506
45,A.Bradshaw,2014,0,11,3,44,17,9,IND,54.2,11.4,0.4,3.4,27.6,0.4,2937.64,129.96,0.16,11.56,761.76,0.16,14.3,13.54125
46,A.Bradshaw,2014,1,12,4,41,17,9,IND,62.0,11.8,0.4,3.6,29.8,0.6,3844.0,139.24,0.16,12.96,888.04,0.36,11.2,14.08744
47,A.Bradshaw,2014,1,1,5,20,13,10,IND,55.4,10.6,0.2,3.4,30.0,0.8,3069.16,112.36,0.04,11.56,900.0,0.64,6.5,10.24275
48,A.Bradshaw,2014,0,9,6,33,28,10,IND,50.0,9.8,0.0,3.6,30.2,0.8,2500.0,96.04,0.0,12.96,912.04,0.64,11.9,11.34753
49,A.Bradshaw,2014,1,2,7,27,0,10,IND,53.8,11.4,0.0,3.2,21.2,1.0,2894.44,129.96,0.0,10.24,449.44,1.0,18.8,10.79804
50,A.Bradshaw,2014,0,4,8,34,51,10,IND,50.2,10.8,0.2,2.8,23.2,0.8,2520.04,116.64,0.04,7.84,538.24,0.64,14.7,11.09562
51,A.Bradshaw,2014,0,22,9,40,24,11,IND,44.2,10.2,0.4,3.8,30.0,0.6,1953.64,104.04,0.16,14.44,900.0,0.36,7.9,10.89441
52,A.Bradshaw,2014,1,19,11,20,42,11,IND,47.8,9.8,0.4,4.0,31.8,0.4,2284.84,96.04,0.16,16.0,1011.24,0.16,-0.9,9.74702
53,A.Brown,2010,0,1,5,17,31,10,DEN,6.5,1.5,0.0,1.0,5.0,0.0,42.25,2.25,0.0,1.0,25.0,0.0,-0.1,3.68975
54,A.Brown,2010,0,21,11,19,35,11,DET,-0.5,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.5,2.94638
55,A.Brown,2010,1,19,12,24,45,11,DET,4.5,0.5,0.0,1.0,3.0,0.0,20.25,0.25,0.0,1.0,9.0,0.0,6.5,3.9668
56,A.Brown,2012,1,21,1,17,24,9,NYG,18.0,6.5,0.0,2.0,14.5,0.0,324.0,42.25,0.0,4.0,210.25,0.0,0.0,8.1876
57,A.Brown,2012,1,16,2,41,34,9,NYG,11.4,3.8,0.0,1.6,9.0,0.0,129.96,14.44,0.0,2.56,81.0,0.0,15.0,6.10439
58,A.Brown,2012,0,14,3,36,7,9,NYG,23.0,5.8,0.2,1.6,10.8,0.0,529.0,33.64,0.04,2.56,116.64,0.0,25.0,6.72997
59,A.Brown,2012,0,23,4,17,19,9,NYG,45.8,9.4,0.6,2.2,14.2,0.0,2097.64,88.36,0.36,4.84,201.64,0.0,1.8,8.69682
60,A.Brown,2012,1,3,5,41,27,10,NYG,46.8,10.2,0.6,2.0,13.8,0.0,2190.24,104.04,0.36,4.0,190.44,0.0,0.0,11.16411
61,A.Brown,2012,1,24,7,27,23,10,NYG,39.6,7.6,0.6,1.2,8.0,0.0,1568.16,57.76,0.36,1.44,64.0,0.0,9.4,10.17878
62,A.Brown,2012,0,21,8,29,24,10,NYG,43.0,8.6,0.8,1.4,11.4,0.0,1849.0,73.96,0.64,1.96,129.96,0.0,8.1,10.26882
63,A.Brown,2012,1,4,9,20,24,11,NYG,33.0,6.6,0.8,1.0,7.6,0.0,1089.0,43.56,0.64,1.0,57.76,0.0,8.0,8.14443
64,A.Brown,2012,0,2,10,13,31,11,NYG,14.4,4.0,0.6,0.4,4.2,0.0,207.36,16.0,0.36,0.16,17.64,0.0,15.4,4.2576
65,A.Brown,2012,1,7,12,38,10,11,NYG,24.6,4.4,0.8,1.2,9.2,0.0,605.16,19.36,0.64,1.44,84.64,0.0,12.4,9.33103
66,A.Brown,2013,1,27,10,24,20,11,NYG,37.4,7.0,1.0,1.2,9.2,0.0,1398.76,49.0,1.0,1.44,84.64,0.0,17.9,8.33399
67,A.Brown,2013,1,7,11,27,13,11,NYG,57.0,12.0,1.0,1.2,6.6,0.0,3249.0,144.0,1.0,1.44,43.56,0.0,9.3,10.56439
68,A.Brown,2013,1,21,12,21,24,11,NYG,66.0,15.0,0.8,1.8,12.0,0.0,4356.0,225.0,0.64,3.24,144.0,0.0,13.8,8.90512
69,A.Brown,2013,0,24,13,24,17,12,NYG,87.4,17.8,0.6,2.6,14.2,0.0,7638.76,316.84,0.36,6.76,201.64,0.0,17.8,13.17162
70,A.Brown,2013,0,28,14,14,37,12,NYG,81.4,19.2,0.8,2.2,13.0,0.0,6625.96,368.64,0.64,4.84,169.0,0.0,7.6,9.39486
71,A.Brown,2013,1,31,15,0,23,12,NYG,84.8,19.8,0.6,2.8,16.0,0.0,7191.04,392.04,0.36,7.84,256.0,0.0,2.6,7.75727
72,A.Brown,2013,0,6,16,23,20,12,NYG,65.2,16.0,0.4,3.4,17.0,0.0,4251.04,256.0,0.16,11.56,289.0,0.0,3.4,10.85666
73,A.Brown,2013,1,24,17,20,6,12,NYG,60.0,15.6,0.4,3.2,14.4,0.0,3600.0,243.36,0.16,10.24,207.36,0.0,-0.9,11.37147
74,A.Dixon,2010,0,13,4,14,16,10,SF,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.3,3.49364
75,A.Dixon,2010,1,27,6,17,9,10,SF,1.5,0.5,0.0,0.0,0.0,0.0,2.25,0.25,0.0,0.0,0.0,0.0,0.9,2.55543
76,A.Dixon,2010,0,14,7,20,23,10,SF,4.5,0.5,0.0,0.0,0.0,0.0,20.25,0.25,0.0,0.0,0.0,0.0,-0.6,1.73671
77,A.Dixon,2010,1,25,8,24,16,10,SF,-3.0,0.5,0.0,0.0,0.0,0.0,9.0,0.25,0.0,0.0,0.0,0.0,1.1,2.37458
78,A.Dixon,2010,1,32,10,23,20,11,SF,3.8,1.8,0.2,0.0,0.0,0.0,14.44,3.24,0.04,0.0,0.0,0.0,-0.1,1.84867
79,A.Dixon,2010,0,29,12,27,6,11,SF,3.2,1.8,0.0,0.0,0.0,0.0,10.24,3.24,0.0,0.0,0.0,0.0,10.9,3.34921
80,A.Dixon,2010,0,7,13,16,34,12,SF,13.4,4.4,0.2,0.2,-1.0,0.0,179.56,19.36,0.04,0.04,1.0,0.0,3.7,4.10592
81,A.Dixon,2010,1,31,14,40,21,12,SF,18.2,6.0,0.2,0.4,-0.2,0.0,331.24,36.0,0.04,0.16,0.04,0.0,6.8,7.35882
82,A.Dixon,2010,0,28,15,7,34,12,SF,31.4,8.6,0.2,0.6,1.4,0.0,985.96,73.96,0.04,0.36,1.96,0.0,3.5,4.85733
83,A.Dixon,2010,0,32,16,17,25,12,SF,35.8,8.8,0.2,0.8,1.8,0.0,1281.64,77.44,0.04,0.64,3.24,0.0,1.7,5.85236
84,A.Dixon,2010,1,29,17,38,7,1,SF,39.4,9.8,0.2,0.8,1.8,0.0,1552.36,96.04,0.04,0.64,3.24,0.0,2.4,12.11347
85,A.Dixon,2011,1,21,2,24,27,9,SF,33.0,9.2,0.0,0.8,3.2,0.0,1089.0,84.64,0.0,0.64,10.24,0.0,0.6,6.15269
86,A.Dixon,2011,1,16,5,48,3,10,SF,27.6,7.6,0.0,0.6,2.4,0.0,761.76,57.76,0.0,0.36,5.76,0.0,6.4,7.40876
87,A.Dixon,2011,0,6,6,25,19,10,SF,16.4,5.2,0.2,0.4,0.8,0.0,268.96,27.04,0.04,0.16,0.64,0.0,0.0,6.04828
88,A.Dixon,2011,1,22,10,27,20,11,SF,9.8,4.2,0.2,0.2,0.4,0.0,96.04,17.64,0.04,0.04,0.16,0.0,1.0,4.67966
89,A.Dixon,2011,1,29,11,23,7,11,SF,8.4,3.4,0.2,0.2,0.4,0.0,70.56,11.56,0.04,0.04,0.16,0.0,3.2,2.28719
90,A.Dixon,2011,1,32,13,26,0,12,SF,10.4,2.6,0.2,0.0,0.0,0.0,108.16,6.76,0.04,0.0,0.0,0.0,0.2,4.73601
91,A.Dixon,2011,1,4,15,20,3,12,SF,9.6,3.0,0.2,0.0,0.0,0.0,92.16,9.0,0.04,0.0,0.0,0.0,1.2,2.77271
92,A.Dixon,2011,0,32,17,34,27,1,SF,11.2,3.6,0.0,0.0,0.0,0.0,125.44,12.96,0.0,0.0,0.0,0.0,8.7,4.51542
93,A.Dixon,2012,0,20,4,34,0,9,SF,15.4,5.0,0.2,0.2,1.2,0.0,237.16,25.0,0.04,0.04,1.44,0.0,1.6,7.15449
94,A.Dixon,2012,1,17,5,45,3,10,SF,16.6,5.4,0.2,0.2,1.2,0.0,275.56,29.16,0.04,0.04,1.44,0.0,8.1,5.57004
95,A.Dixon,2012,1,5,11,32,7,11,SF,14.4,4.8,0.4,0.2,1.2,0.0,207.36,23.04,0.16,0.04,1.44,0.0,0.6,4.75098
96,A.Dixon,2012,0,15,12,31,21,11,SF,15.2,4.8,0.4,0.2,1.2,0.0,231.04,23.04,0.16,0.04,1.44,0.0,0.5,3.4825
97,A.Dixon,2012,1,18,14,27,13,12,SF,13.8,4.0,0.4,0.2,1.2,0.0,190.44,16.0,0.16,0.04,1.44,0.0,6.9,2.50835
98,A.Dixon,2012,0,19,15,41,34,12,SF,11.4,2.8,0.4,0.0,0.0,0.0,129.96,7.84,0.16,0.0,0.0,0.0,0.7,3.9055
99,A.Dixon,2012,0,31,16,13,42,12,SF,9.6,2.4,0.4,0.0,0.0,0.0,92.16,5.76,0.16,0.0,0.0,0.0,0.8,1.85088
100,A.Dixon,2012,1,29,17,27,13,12,SF,7.0,2.0,0.2,0.0,0.0,0.0,49.0,4.0,0.04,0.0,0.0,0.0,0.6,1.42391
101,A.Dixon,2013,1,7,1,34,28,9,SF,7.0,2.0,0.2,0.0,0.0,0.0,49.0,4.0,0.04,0.0,0.0,0.0,0.0,3.20278
102,A.Dixon,2013,0,31,2,3,29,9,SF,6.0,1.8,0.2,0.0,0.0,0.0,36.0,3.24,0.04,0.0,0.0,0.0,0.4,1.84777
103,A.Dixon,2013,1,10,3,7,27,9,SF,5.0,1.6,0.0,0.0,0.0,0.0,25.0,2.56,0.0,0.0,0.0,0.0,-0.1,2.07139
104,A.Dixon,2013,0,32,4,35,11,9,SF,3.4,1.4,0.0,0.0,0.0,0.0,11.56,1.96,0.0,0.0,0.0,0.0,6.6,3.26214
105,A.Dixon,2013,1,9,5,34,3,10,SF,3.0,1.6,0.2,0.0,0.0,0.0,9.0,2.56,0.04,0.0,0.0,0.0,7.2,2.43285
106,A.Dixon,2013,1,29,6,32,20,10,SF,4.2,2.0,0.4,0.0,0.0,0.0,17.64,4.0,0.16,0.0,0.0,0.0,0.7,3.20894
107,A.Dixon,2013,0,12,7,31,17,10,SF,5.0,2.6,0.4,0.2,0.6,0.0,25.0,6.76,0.16,0.04,0.36,0.0,0.8,1.83203
108,A.Dixon,2013,0,11,8,42,10,10,SF,5.8,2.6,0.4,0.2,0.6,0.0,33.64,6.76,0.16,0.04,0.36,0.0,0.2,3.21594
109,A.Dixon,2013,1,14,10,9,10,11,SF,6.4,2.6,0.4,0.2,0.6,0.0,40.96,6.76,0.16,0.04,0.36,0.0,0.0,2.08546
110,A.Dixon,2013,0,24,12,27,6,11,SF,5.2,2.0,0.2,0.2,0.6,0.0,27.04,4.0,0.04,0.04,0.36,0.0,1.3,3.39568
111,A.Dixon,2013,1,32,13,23,13,12,SF,5.4,1.6,0.0,0.2,0.6,0.0,29.16,2.56,0.0,0.04,0.36,0.0,1.3,1.23722
112,A.Dixon,2013,0,16,15,33,14,12,SF,7.2,2.6,0.0,0.0,0.0,0.0,51.84,6.76,0.0,0.0,0.0,0.0,0.0,2.56223
113,A.Dixon,2013,0,29,17,23,20,12,SF,5.6,2.4,0.0,0.0,0.0,0.0,31.36,5.76,0.0,0.0,0.0,0.0,2.2,1.61217
114,A.Dixon,2014,0,5,1,23,20,9,BUF,4.2,2.6,0.0,0.4,5.4,0.0,17.64,6.76,0.0,0.16,29.16,0.0,6.0,3.52973
115,A.Dixon,2014,1,18,2,29,10,9,BUF,16.2,3.6,0.0,0.4,5.4,0.0,262.44,12.96,0.0,0.16,29.16,0.0,0.3,5.9536
116,A.Dixon,2014,1,28,3,10,22,9,BUF,14.2,3.4,0.0,0.4,5.4,0.0,201.64,11.56,0.0,0.16,29.16,0.0,0.0,3.80564
117,A.Dixon,2014,1,19,6,22,37,10,BUF,11.6,1.8,0.0,0.4,5.4,0.0,134.56,3.24,0.0,0.16,29.16,0.0,2.3,3.14008
118,A.Dixon,2014,1,8,7,17,16,10,BUF,16.2,3.2,0.0,0.4,5.4,0.0,262.44,10.24,0.0,0.16,29.16,0.0,6.6,2.48572
119,A.Dixon,2014,0,20,8,43,23,10,BUF,27.4,5.4,0.0,0.6,3.0,0.0,750.76,29.16,0.0,0.36,9.0,0.0,4.4,5.93851
120,A.Dixon,2014,1,26,10,13,17,11,BUF,24.2,8.8,0.0,0.6,3.0,0.0,585.64,77.44,0.0,0.36,9.0,0.0,6.2,5.80931
121,A.Dixon,2014,0,18,11,9,22,11,BUF,36.0,10.2,0.0,0.6,3.0,0.0,1296.0,104.04,0.0,0.36,9.0,0.0,4.8,5.71553
122,A.Dixon,2014,1,20,12,38,3,11,BUF,43.0,12.2,0.0,1.0,5.6,0.0,1849.0,148.84,0.0,1.0,31.36,0.0,12.2,8.51935
123,A.Dixon,2014,1,3,13,26,10,11,BUF,49.2,13.2,0.2,1.2,7.2,0.0,2420.64,174.24,0.04,1.44,51.84,0.0,2.5,10.46089
124,A.Dixon,2014,0,25,14,17,24,12,BUF,44.0,11.8,0.2,0.6,4.2,0.0,1936.0,139.24,0.04,0.36,17.64,0.0,1.5,8.43728
125,A.Dixon,2014,1,7,15,21,13,12,BUF,38.2,8.0,0.2,0.6,4.2,0.0,1459.24,64.0,0.04,0.36,17.64,0.0,1.1,5.52787
126,A.Dixon,2014,0,27,16,24,26,12,BUF,31.0,7.4,0.2,0.8,5.2,0.0,961.0,54.76,0.04,0.64,27.04,0.0,0.7,5.51097
127,A.Dixon,2014,0,19,17,17,9,12,BUF,25.4,6.0,0.2,0.4,2.6,0.0,645.16,36.0,0.04,0.16,6.76,0.0,9.5,3.94965
128,A.Edwards,2010,1,13,14,10,31,12,CAR,3.5,0.5,0.0,0.0,0.0,0.0,12.25,0.25,0.0,0.0,0.0,0.0,0.0,1.07078
129,A.Edwards,2010,0,13,17,10,31,1,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.10629
130,A.Edwards,2011,0,29,1,21,28,9,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00176
131,A.Edwards,2011,1,7,2,23,30,9,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25902
132,A.Edwards,2011,1,11,3,16,10,9,CAR,1.4,0.2,0.0,0.0,0.0,0.0,1.96,0.04,0.0,0.0,0.0,0.0,0.0,1.64255
133,A.Edwards,2011,0,5,4,29,34,10,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32338
134,A.Edwards,2011,1,15,5,27,30,10,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36687
135,A.Edwards,2011,0,13,6,17,31,10,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32458
136,A.Edwards,2011,1,8,8,21,24,10,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2719
137,A.Edwards,2011,1,12,10,3,30,11,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50766
138,A.Edwards,2011,0,6,11,35,49,11,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07708
139,A.Edwards,2011,0,10,12,27,19,11,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62967
140,A.Edwards,2011,0,16,13,38,19,12,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90037
141,A.Edwards,2011,1,13,14,23,31,12,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.20029
142,A.Edwards,2011,0,9,15,28,13,12,CAR,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.85445
143,A.Edwards,2011,1,16,16,48,16,12,CAR,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,4.96469
144,A.Ellington,2013,1,6,2,25,21,9,ARI,0.0,0.0,0.0,0.5,6.5,0.0,0.0,0.0,0.0,0.25,42.25,0.0,12.2,2.61173
145,A.Ellington,2013,0,15,3,7,31,9,ARI,10.0,2.0,0.0,1.0,21.0,0.5,100.0,4.0,0.0,1.0,441.0,0.25,5.5,4.62788
146,A.Ellington,2013,0,16,4,13,10,9,ARI,9.5,1.5,0.0,1.5,18.0,0.0,90.25,2.25,0.0,2.25,324.0,0.0,5.1,4.48439
147,A.Ellington,2013,1,14,5,22,6,10,ARI,14.5,2.0,0.0,1.5,11.0,0.0,210.25,4.0,0.0,2.25,121.0,0.0,8.3,4.63781
148,A.Ellington,2013,0,30,6,20,32,10,ARI,24.0,3.6,0.0,2.6,28.8,0.2,576.0,12.96,0.0,6.76,829.44,0.04,15.2,7.43683
149,A.Ellington,2013,1,31,7,22,34,10,ARI,35.2,5.0,0.2,3.4,33.4,0.2,1239.04,25.0,0.04,11.56,1115.56,0.04,1.3,10.37236
150,A.Ellington,2013,1,13,8,27,13,10,ARI,31.8,4.8,0.2,3.4,27.0,0.0,1011.24,23.04,0.04,11.56,729.0,0.0,20.2,7.76679
151,A.Ellington,2013,1,9,10,27,24,11,ARI,58.8,7.2,0.4,3.2,21.4,0.0,3457.44,51.84,0.16,10.24,457.96,0.0,7.3,9.59988
152,A.Ellington,2013,0,11,11,27,14,11,ARI,64.0,8.6,0.4,3.0,20.6,0.0,4096.0,73.96,0.16,9.0,424.36,0.0,1.3,10.80347
153,A.Ellington,2013,1,10,12,40,11,11,ARI,54.2,8.8,0.4,2.6,16.4,0.0,2937.64,77.44,0.16,6.76,268.96,0.0,7.1,10.72201
154,A.Ellington,2013,1,32,14,30,10,12,ARI,53.0,9.4,0.2,2.0,13.4,0.0,2809.0,88.36,0.04,4.0,179.56,0.0,12.3,12.22085
155,A.Ellington,2013,0,12,15,37,34,12,ARI,61.6,11.0,0.4,2.0,14.8,0.0,3794.56,121.0,0.16,4.0,219.04,0.0,15.8,10.35725
156,A.Ellington,2013,0,31,16,17,10,12,ARI,45.0,10.0,0.2,2.4,30.6,0.0,2025.0,100.0,0.04,5.76,936.36,0.0,7.2,7.29924
157,A.Ellington,2013,1,30,17,20,23,12,ARI,46.8,10.8,0.2,2.4,28.6,0.0,2190.24,116.64,0.04,5.76,817.96,0.0,4.2,8.4265
158,A.Ellington,2014,1,28,1,18,17,9,ARI,52.2,11.0,0.2,2.6,29.0,0.0,2724.84,121.0,0.04,6.76,841.0,0.0,6.0,8.49296
